SCHOOL_KEY,NETWORK,GOVERNANCE,ANNUAL_REGIONAL_ANALYSIS_REGION,COMMUNITY,REGION_ENCODED
1738,Network 4,District,Greater Milwaukee Avenue,AVONDALE,13
1739,ISP,District,Northwest Side,WEST RIDGE,4
1740,Network 15,District,Greater Midway,GAGE PARK,9
1741,Network 10,District,Greater Midway,WEST LAWN,9
1743,Network 17,District,Greater Stony Island,SOUTH SHORE,7
1744,ISP,District,Near West Side,NEAR WEST SIDE,12
1753,Options,ALOP,South Side,ASHBURN,1
1754,Network 16,District,Greater Midway,ASHBURN,9
1755,Network 8,District,Greater Stockyards,BRIGHTON PARK,10
1756,Network 15,District,Near West Side,NEAR WEST SIDE,12
1757,Network 16,District,Greater Stockyards,NEW CITY,10
1758,Network 14,District,Northwest Side,IRVING PARK,4
1759,Options,Contract,South Side,ENGLEWOOD,1
1762,Options,ALOP,Northwest Side,AVONDALE,4
1763,Options,ALOP,Far Northwest Side,EDISON PARK,5
1764,Options,ALOP,Greater Midway,CHICAGO LAWN,9
1765,Options,ALOP,West Side,NORTH LAWNDALE,2
1766,Options,SAFE,Greater Stony Island,SOUTH SHORE,7
1767,Options,SAFE,Greater Stony Island,SOUTH SHORE,7
1775,Network 13,District,Greater Calumet,EAST SIDE,8
1776,Network 17,District,Bronzeville / South Lakefront,WASHINGTON PARK,6
1777,Network 10,District,Greater Midway,WEST LAWN,9
1778,Network 8,District,Greater Midway,WEST ELSDON,9
1779,Network 9,District,Bronzeville / South Lakefront,GRAND BOULEVARD,6
1781,Network 16,District,South Side,ENGLEWOOD,1
1782,Options,ALOP,Greater Calumet,MORGAN PARK,8
1783,Options,ALOP,Greater Milwaukee Avenue,WEST TOWN,13
1784,Network 4,District,Greater Lincoln Park,LINCOLN PARK,14
1785,ISP,District,,NEAR WEST SIDE,0
1786,ISP,District,,NEAR WEST SIDE,0
1787,Network 1,District,Far Northwest Side,JEFFERSON PARK,5
1788,Network 16,District,,,0
1789,Options,SAFE,West Side,WEST GARFIELD PARK,2
1822,,District,,,0
1823,,District,,,0
1824,,District,,,0
1825,,District,,,0
1828,,District,,,0
1829,,District,,,0
1830,,District,,,0
1831,,District,,,0
1832,,District,,,0
1833,,District,,,0
1834,,District,,,0
1838,,District,,,0
1839,,District,,,0
1840,,District,,,0
1843,,District,,,0
1844,,District,,,0
1845,,District,,,0
1846,,District,,,0
1847,,District,,,0
1848,,District,,,0
1849,,District,,,0
1850,,District,,,0
1851,,District,,,0
1852,,District,,,0
1853,,District,,,0
1854,,District,,,0
1855,,District,,,0
1856,,District,,,0
1857,,District,,,0
1858,,District,,,0
1859,,District,,,0
1861,,District,,,0
1862,,District,,,0
1863,,District,,,0
1865,,District,,,0
1866,,District,,,0
1867,,District,,,0
1868,,District,,,0
1869,,District,,,0
1870,,District,,,0
1871,,District,,,0
1872,,District,,,0
1873,,District,,,0
1874,,District,,,0
1875,,District,,,0
1876,,District,,,0
1877,,District,,,0
1878,,District,,,0
1879,,District,,,0
1880,,District,,,0
1881,,District,,,0
1882,,District,,,0
1883,,District,,,0
1884,,District,,,0
1885,,District,,,0
1886,,District,,,0
1887,,District,,,0
1888,,District,,,0
1889,,District,,,0
1890,,District,,,0
1891,,District,,,0
1892,,District,,,0
1893,,District,,,0
1894,,District,,,0
1895,,District,,,0
1896,,District,,,0
1897,,District,,,0
1898,,District,,,0
1899,,District,,,0
1900,,District,,,0
1901,,District,,,0
1902,,District,,,0
1903,,District,,,0
1904,,District,,,0
1905,,District,,,0
1906,,District,,,0
1907,,District,,,0
1908,,District,,,0
1910,,District,,,0
1912,,District,,,0
1913,,District,,,0
1914,,District,,,0
1915,,District,,,0
1916,,District,,,0
1917,,District,,,0
1918,,District,,,0
1919,,District,,,0
1920,,District,,,0
1921,,District,,,0
1924,,District,,,0
1925,,District,,,0
1927,,District,,,0
1929,,District,,,0
1930,,District,,,0
1933,,District,,,0
1934,,District,,,0
1939,,District,,,0
1940,,District,,,0
1941,,District,,,0
1942,,District,,,0
1943,,District,,,0
1944,,District,,,0
1946,,District,,,0
1947,,District,,,0
1948,,District,,,0
1949,,District,,,0
1950,,District,,,0
1951,,District,,,0
1952,,District,,,0
1953,,District,,,0
1954,,District,,,0
1957,,District,,,0
1958,,District,,,0
1959,,District,,,0
1962,,District,,,0
1963,,District,,,0
1964,,District,,,0
1965,,District,,,0
1966,,District,,,0
1967,,District,,,0
1968,,District,,,0
1969,,District,,,0
1972,,District,,,0
1973,,District,,,0
1976,,District,,,0
1977,,District,,,0
1978,,District,,,0
1979,,District,,,0
1982,,District,,,0
1985,,District,,,0
1986,,District,,,0
1988,,District,,,0
1989,,District,,,0
1990,,District,,,0
1992,,District,,,0
1996,,District,,,0
2000,,District,,,0
2002,,District,,,0
2003,,District,,,0
2004,,District,,,0
2005,,District,,,0
2027,,District,,,0
2029,,District,,,0
2031,,District,,,0
2032,,District,,,0
2033,,District,,,0
2034,,District,,,0
2035,,District,,,0
2036,,District,,,0
2037,,District,,,0
2039,,District,,,0
2041,,District,,,0
2043,,District,,,0
2045,,District,,,0
2048,,District,,,0
2049,,District,,,0
2051,,District,,,0
2053,,District,,,0
2054,,District,,,0
2057,,District,,,0
2061,,District,,,0
2062,,District,,,0
2071,,District,,,0
2072,,District,,,0
2073,,District,,,0
2075,,District,,,0
2076,,District,,,0
2078,,District,,,0
2080,,District,,,0
2082,,District,,,0
2083,,District,,,0
2084,,District,,,0
2085,,District,,,0
2086,,District,,,0
2091,,District,,,0
2092,,District,,,0
2093,,District,,,0
2094,,District,,,0
2095,,District,,,0
2096,,District,,,0
2097,,District,,,0
2098,,District,,,0
2099,,District,,,0
2100,,District,,,0
2105,,District,,,0
2109,,District,,,0
2116,,District,,,0
2140,,District,,,0
2141,,District,,,0
2143,,District,,,0
2153,,District,,,0
2155,,District,,,0
2160,,District,,,0
2161,,District,,,0
2163,,District,,,0
2164,,District,,,0
2169,,District,,,0
2172,,District,,,0
2177,,District,,,0
2199,,District,,,0
2202,,District,,,0
2205,,District,,,0
2208,,District,,,0
2210,,District,,,0
2212,,District,,,0
2223,,District,,,0
2232,,District,,,0
2238,,District,,,0
2240,,District,,,0
2243,,District,,,0
2248,,District,,,0
2253,,District,,,0
2262,,District,,,0
2274,,District,,,0
2277,,District,,,0
2280,,District,,,0
2282,,District,,,0
2284,,District,,,0
2286,,District,,,0
2289,,District,,,0
2293,,District,,,0
2302,,District,,,0
2306,,District,,,0
2316,,District,,,0
2342,,District,,,0
2352,,District,,,0
2432,,,,,0
